Seed,T1,D1,Ratio1,T2,D2,Ratio2,H,m,Original_m,Percentage_m,Command
497,177784,219531.753030,1.234823,232606,242009.832241,1.040428,20676812552,1,205198,0.000015,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
498,286733,321023.208343,1.119589,208097,194759.480481,0.935907,59668277101,9,494833,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
499,93427,93248.530253,0.998090,180555,203304.228473,1.125996,16868711985,7,273986,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
500,200319,176069.848832,0.878947,154565,110748.477067,0.716517,30962306235,4,354887,0.000017,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
501,158923,121270.674797,0.763078,279391,254589.968410,0.911232,44401655893,4,438317,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
502,266314,331420.886782,1.244474,253232,203347.299320,0.803008,33719613424,8,259776,0.000038,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
503,73607,60770.975887,0.825614,226693,293472.060885,1.294579,16686191651,2,300306,0.000013,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
504,31168,31405.624733,1.007624,201224,178424.061096,0.886694,783968704,6,29056,0.000275,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
505,288581,256440.581991,0.888626,24684,26622.951909,1.078551,7123333404,8,313277,0.000032,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
506,96252,74149.028759,0.770364,148898,144571.936851,0.970946,7165865148,6,122578,0.000065,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
507,204653,195282.519338,0.954213,273236,236414.770202,0.865240,55918567108,3,477892,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
508,159992,180858.528663,1.130422,94723,71240.670373,0.752095,15154922216,8,254719,0.000039,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
509,267794,271431.347054,1.013583,69581,86616.248888,1.244826,18633374314,1,337380,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
510,225609,202180.685317,0.896155,43912,36781.661655,0.837622,9906942408,3,269527,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
511,183989,143256.941667,0.778617,168301,173641.293332,1.031731,30965532689,8,352293,0.000028,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
512,140931,135154.184325,0.959010,291903,356820.119965,1.222393,13712727231,6,144282,0.000055,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
513,99760,114093.707026,1.143682,267310,218549.731627,0.817589,2666684560,6,36711,0.000218,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
514,56481,57731.178256,1.022134,89821,90515.771136,1.007735,5073179901,1,146305,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
515,13773,12458.946549,0.904592,64006,76762.922470,1.199308,881554638,2,77786,0.000051,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
516,270135,211506.715933,0.782967,36523,28802.368669,0.788609,9866140605,2,306666,0.000013,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
517,79751,101231.757536,1.269348,162702,160372.525117,0.985683,12975647202,7,242456,0.000037,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
518,36233,41615.752598,1.148559,285445,335481.928416,1.175294,10342528685,1,321689,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
519,294309,303642.688260,1.031714,260349,200122.565237,0.768670,25541017947,8,184889,0.000054,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
520,252485,231015.095575,0.914966,84914,107190.373475,1.262340,21439511290,9,337403,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
521,207101,225956.562493,1.091045,55533,47070.820499,0.847619,11500939833,7,262640,0.000034,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
522,167101,163467.579427,0.978256,182340,135947.798783,0.745573,30469196340,2,349444,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
523,274094,235230.848869,0.858212,155464,192215.430442,1.236398,21305874808,10,214782,0.000056,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
524,230596,170078.091628,0.737559,128546,106180.926526,0.826015,14821096708,4,179574,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
525,189381,231535.935329,1.222593,103984,106181.973833,1.021138,19692593904,1,293369,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
526,298176,330042.044592,1.106870,78956,72346.778757,0.916292,5885696064,8,94289,0.000106,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
527,104024,133625.413136,1.284563,51034,56360.767151,1.104377,2654380408,1,77533,0.000039,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
528,61490,71717.490791,1.166328,25229,32704.327034,1.296299,1551331210,1,86723,0.000035,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
529,18344,13682.547765,0.745887,148383,176093.484968,1.186750,2721937752,2,166738,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
530,127698,157216.931385,1.231162,123720,134020.139456,1.083254,2633132760,1,41906,0.000072,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
531,83994,93172.231810,1.109272,96229,122438.521271,1.272366,8082658626,1,180226,0.000017,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
532,42573,55087.422887,1.293952,72171,84215.450989,1.166888,1024178661,1,38251,0.000078,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
533,299362,261392.981607,0.873167,194700,147440.126882,0.757268,29142890700,4,247034,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
534,256080,269988.553291,1.054313,168222,209853.871020,1.247482,7179714960,1,70720,0.000042,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
535,215925,203190.669788,0.941024,144561,122169.070693,0.845104,10404777975,4,120165,0.000050,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
536,21736,17777.138170,0.817866,115808,119648.244585,1.033160,28604576,5,1570,0.004453,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
537,128594,166979.746652,1.298503,239894,221559.157734,0.923571,15424464518,7,184247,0.000049,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
538,86216,101768.728673,1.180393,213727,238504.385233,1.115930,18426687032,1,299947,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
539,44799,34210.157644,0.763637,188469,190452.972454,1.010527,2814407577,9,77762,0.000141,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
540,2481,3092.998535,1.246674,12927,15551.571496,1.203030,10690629,1,5144,0.000583,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
541,259840,293226.061275,1.128487,287177,314373.907426,1.094704,74620071680,1,547020,0.000005,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
542,216572,218053.042062,1.006839,109511,107856.919028,0.984896,23717016292,9,326087,0.000034,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
543,175003,155907.350676,0.890884,84689,74453.146441,0.879136,14820829067,3,259695,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
544,283200,219115.189792,0.773712,208802,224022.575416,1.072895,29566363200,8,246004,0.000041,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
545,239105,227753.083086,0.952523,31038,39144.978127,1.261195,7421340990,6,270152,0.000030,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
546,196378,163446.874240,0.832307,4965,4232.779552,0.852524,975016770,2,201378,0.000020,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
547,3738,3792.730509,1.014642,278776,207493.972306,0.744304,521032344,5,141314,0.000050,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
548,262478,235812.595850,0.898409,103971,97655.728935,0.939259,27290100138,3,366453,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
549,219355,236643.196548,1.078814,77277,64125.595840,0.829815,16951096335,8,296637,0.000034,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
550,177251,223624.764234,1.261628,201932,145950.243912,0.722769,1883823628,6,19960,0.000401,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
551,134942,113883.610257,0.843945,175743,213585.944847,1.215331,23715111906,11,310688,0.000042,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
552,241447,247004.561848,1.023018,148801,164415.798680,1.104937,35927555047,1,390251,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
553,199199,240052.375873,1.205088,123082,122779.863153,0.997545,24517811318,7,322284,0.000028,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
554,157773,124434.170068,0.788691,98139,87550.179854,0.892104,5161228149,3,85307,0.000059,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
555,265058,336656.883926,1.270125,71421,55974.552487,0.783727,18930707418,2,336485,0.000012,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
556,223414,257768.129408,1.153769,196881,192491.829464,0.977706,43985971734,9,420298,0.000026,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
557,179504,185263.450912,1.032085,169174,146570.117315,0.866387,15183704848,9,174342,0.000063,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
558,136895,166094.751310,1.213300,292579,221836.202676,0.758210,40052602205,6,429477,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
559,245147,268653.276466,1.095886,267379,334748.862916,1.251964,9363879959,1,73221,0.000041,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
560,201768,257434.365847,1.275893,90261,75995.370012,0.841951,6070593816,7,97348,0.000092,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
561,159456,136621.172840,0.856795,64491,47356.548752,0.734313,3427825632,3,74653,0.000067,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
562,266986,277480.622693,1.039308,188425,174575.340877,0.926498,50306837050,9,455414,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
563,225304,275426.320663,1.222465,12830,10527.307572,0.820523,1445325160,2,119090,0.000034,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
564,32673,36073.402192,1.104074,136747,97396.777253,0.712241,4467934731,7,169424,0.000053,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
565,139920,137818.257638,0.984979,260917,314034.534770,1.203580,36507506640,6,400841,0.000020,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
566,246912,287851.413477,1.165806,84214,92168.250063,1.094453,10396723584,1,165568,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
567,55156,57822.068356,1.048337,58167,74937.333869,1.288314,3208259052,1,113326,0.000026,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
568,11752,14436.603299,1.228438,181098,159047.159570,0.878238,1064131848,8,96440,0.000104,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
569,118608,131563.448101,1.109229,4946,5285.770947,1.068696,293317584,1,61805,0.000049,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
570,226018,291426.026805,1.289393,278366,350872.737174,1.260473,31457863294,1,252195,0.000012,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
571,34599,30254.209174,0.874424,253510,292844.361810,1.155159,8771192490,2,288119,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
572,292658,309212.869830,1.056567,77749,81521.044325,1.048516,22753866842,1,370412,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
573,98667,92264.434274,0.935109,50395,62336.675409,1.236962,4972323465,7,149065,0.000060,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
574,57418,64225.076584,1.118553,25921,29338.530286,1.131844,1488331978,1,83343,0.000036,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
575,14242,14229.993652,0.999157,298901,215911.182626,0.722350,4256948042,3,313160,0.000016,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
576,272936,240736.408160,0.882025,123675,150534.076686,1.217175,33755359800,7,396614,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
577,79106,83947.717006,1.061205,246835,272993.644181,1.105976,19526129510,1,325946,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
578,187550,233497.556324,1.244988,221523,221592.282039,1.000313,41546638650,1,409076,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
579,295042,244347.195832,0.828178,196096,233817.637139,1.192363,28928278016,7,245572,0.000037,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
580,103384,104504.701517,1.010840,20497,22267.794396,1.086393,2119061848,1,123888,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
581,60497,72057.340973,1.191089,143460,183277.087348,1.277548,8678899620,1,203961,0.000015,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
582,17421,18686.836761,1.072662,267109,231921.379533,0.868265,4653305889,8,284545,0.000035,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
583,274724,261659.125469,0.952444,90533,95943.045606,1.059758,24871587892,5,365261,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
584,81751,92633.099712,1.133113,213900,203350.615708,0.950681,17486538900,6,295655,0.000027,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
585,40871,41609.960446,1.018080,189468,160396.157066,0.846561,7743746628,8,230344,0.000043,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
586,297313,356352.932093,1.198578,162549,168424.836287,1.036148,48327930837,1,459866,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
587,104724,113042.569160,1.079433,136584,167708.679926,1.227879,397322856,1,6706,0.000447,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
588,62667,79121.237612,1.262566,260777,214111.477691,0.821052,1485646569,6,29409,0.000272,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
589,169798,193888.156836,1.141875,234043,166665.972531,0.712117,39740033314,10,403844,0.000030,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
590,127248,130244.917310,1.023552,58062,52489.403328,0.904023,1231378896,6,30889,0.000259,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
591,84933,102322.505987,1.204744,32222,25662.042561,0.796414,2736711126,8,117160,0.000085,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
592,41982,33016.523768,0.786445,155420,153478.913400,0.987511,3262421220,5,98706,0.000071,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
593,149467,144655.546194,0.967809,279325,329462.596867,1.179496,41749869775,10,428796,0.000028,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
594,256849,295238.098050,1.149462,103366,110729.783207,1.071240,26549453734,1,360219,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
595,215174,157495.498591,0.731945,77640,98232.977716,1.265237,8353054680,9,146410,0.000075,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
596,22899,27793.236725,1.213731,202481,234404.027277,1.157659,4636612419,1,225392,0.000013,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
597,130981,143612.138292,1.096435,176479,132563.471809,0.751157,23115395899,7,307463,0.000029,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
598,86533,110248.070769,1.274058,298738,369990.012268,1.238510,25850695354,1,385277,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
599,45271,38904.164277,0.859362,273660,228131.787799,0.833632,12388861860,3,318938,0.000016,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
600,3175,2352.127726,0.740828,248025,180197.126720,0.726528,31499175,2,10107,0.000396,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
601,111097,102647.585657,0.923946,222198,204346.132967,0.919658,24685531206,3,333298,0.000015,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
602,217146,174228.362327,0.802356,45250,50142.915193,1.108131,4912928250,8,131203,0.000076,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
603,176333,226992.455634,1.287294,170400,120002.102314,0.704238,30047143200,8,346736,0.000029,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
604,132871,115184.359974,0.866889,293401,262291.198259,0.893968,38984484271,2,426276,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
605,89993,94306.549510,1.047932,267017,289742.979221,1.085111,24029660881,1,357015,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
606,195829,239893.608838,1.225016,89198,86798.988887,0.973105,17467555142,8,285031,0.000035,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
607,154400,171266.042573,1.109236,214202,250128.039957,1.167720,16536394400,1,184304,0.000016,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
608,112987,112125.296318,0.992373,38931,41357.054303,1.062317,4398696897,7,151922,0.000059,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
609,71539,84214.573851,1.177184,14069,13462.942430,0.956922,1006482191,4,85616,0.000070,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
610,26665,20106.084234,0.754025,285889,241082.363035,0.843273,7623230185,3,312565,0.000016,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
611,285611,353694.696543,1.238379,261083,192878.470686,0.738763,74568176713,10,546697,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
612,92973,76207.583559,0.819674,234781,218457.728643,0.930474,21828293913,3,327758,0.000015,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
613,50626,35538.158197,0.701974,209069,172035.473032,0.822865,10584327194,3,259700,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
614,157169,185679.925815,1.181403,32054,22841.899955,0.712607,5037895126,2,189231,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
615,114392,121419.758742,1.061436,5570,5034.787291,0.903912,318581720,2,60004,0.000067,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
