Seed,T1,D1,Ratio1,T2,D2,Ratio2,H,m,Original_m,Percentage_m,Command
616,72625,68730.663454,0.946377,130638,143412.466327,1.097785,9487584750,7,203267,0.000044,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
617,30660,25384.633236,0.827940,104370,134752.591381,1.291105,15238020,2,649,0.006144,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
618,137906,139218.347051,1.009516,78615,69376.964194,0.882490,10841480190,8,216524,0.000046,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
619,245150,291741.564862,1.190053,52020,40258.866643,0.773911,1275270300,2,29724,0.000135,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
620,53322,41184.630479,0.772376,26356,25499.944635,0.967520,702677316,3,39842,0.000125,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
621,10201,9714.830848,0.952341,149630,173278.495683,1.158046,1526375630,2,159850,0.000025,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
622,268153,223996.754236,0.835332,274085,205890.255486,0.751191,73496715005,2,542241,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
623,74771,75809.542618,1.013890,246634,232104.764753,0.941090,18441070814,5,321410,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
624,183622,220223.771660,1.199332,222423,252751.211376,1.136354,40841756106,1,406048,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
625,140361,151463.547141,1.079100,195533,142066.158697,0.726558,2111169801,8,25841,0.000387,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
626,99623,96048.184052,0.964117,170812,208873.730348,1.222828,17016803876,9,270439,0.000041,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
627,55557,46805.823781,0.842483,143650,116508.149428,0.811056,7980763050,3,199211,0.000025,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
628,162414,117430.578469,0.723032,116524,81759.633620,0.701655,9462564468,3,139472,0.000036,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
629,120721,145745.736724,1.207294,91793,82210.351459,0.895606,11081342753,10,212517,0.000056,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
630,76668,60146.402093,0.784505,213570,231495.274680,1.083932,2728997460,6,48378,0.000165,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
631,35311,34239.376902,0.969652,39142,50051.356060,1.278712,1382143162,8,74456,0.000134,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
632,143333,165173.312158,1.152375,13464,11740.764345,0.872012,1929835512,2,156811,0.000026,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
633,99740,102778.635874,1.030466,286260,303817.735240,1.061335,1427578620,1,19305,0.000155,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
634,57265,69435.405834,1.212528,260071,247973.620372,0.953484,14892965815,6,317342,0.000025,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
635,15837,17363.828103,1.096409,235311,270144.623902,1.148032,1242206769,1,83734,0.000036,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
636,122085,155579.155471,1.274351,57022,42033.869293,0.737152,6961530870,7,179111,0.000050,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
637,80773,93599.142664,1.158792,32950,40591.482763,1.231911,2661470350,1,113727,0.000026,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
638,188712,196443.030739,1.040967,157023,129545.311005,0.825009,3292458264,7,38418,0.000234,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
639,295732,361533.400387,1.222503,131088,93844.369949,0.715888,9691729104,7,106710,0.000084,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
640,103717,83423.637595,0.804339,254982,231799.504316,0.909082,26445968094,3,358703,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
641,210863,271090.431777,1.285624,78556,86436.207797,1.100313,404013508,1,7064,0.000425,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
642,19953,23355.396136,1.170521,54030,70030.034381,1.296132,359353530,1,24666,0.000122,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
643,124749,93046.341347,0.745868,25404,22397.421133,0.881649,1056374532,3,50056,0.000100,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
644,233863,217849.374021,0.931526,935,727.047143,0.777591,218661905,2,235033,0.000017,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
645,190288,154256.660651,0.810648,273049,264082.603397,0.967162,7422564016,4,66194,0.000091,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
646,148011,146873.441835,0.992314,97714,113309.308197,1.159602,14462746854,6,245728,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
647,105730,92573.303004,0.875563,222304,233905.804061,1.052189,11752100960,6,164021,0.000049,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
648,63183,47754.988301,0.755820,45914,57119.035920,1.244044,2900984262,10,109100,0.000110,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
649,170178,210372.638222,1.236192,168869,140994.709688,0.834935,28737788682,5,339050,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
650,279789,230073.216729,0.822310,295183,216062.786148,0.731962,82588956387,2,574975,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
651,84550,109737.831963,1.297905,116014,106442.761630,0.917499,258131150,6,5281,0.001514,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
652,42672,37617.261683,0.881544,241268,195659.248008,0.810962,2573847024,3,70991,0.000070,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
653,150228,159625.457706,1.062555,64719,64923.201078,1.003155,360096516,1,7965,0.000377,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
654,258698,322492.028915,1.246597,39229,46980.870933,1.197606,10148463842,1,297937,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
655,65852,74247.668971,1.127493,13181,14350.796621,1.088749,867995212,1,79040,0.000038,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
656,173060,174543.496936,1.008572,286863,367210.244930,1.280089,49644510780,1,459927,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
657,131283,117089.991176,0.891890,261339,306783.308676,1.173890,11436455979,5,130878,0.000053,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
658,238068,255042.224418,1.071300,234214,249254.145730,1.064215,27879429276,1,236144,0.000013,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
659,46589,44529.100696,0.955786,209908,201221.300688,0.958617,9779403812,3,256503,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
660,3413,2850.187132,0.835097,182752,209986.937442,1.149027,623732576,2,186228,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
661,261692,187834.705493,0.717770,7343,7657.932333,1.042889,1921604356,7,269062,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
662,68103,81569.521474,1.197738,280395,261425.392811,0.932347,2121748965,9,38727,0.000284,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
663,176767,191241.359984,1.081884,255647,288149.132220,1.127137,45189953249,1,432417,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
664,283328,357293.121449,1.261058,78159,56038.061330,0.716975,22144633152,2,361493,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
665,241310,276145.744071,1.144361,203095,184842.628349,0.910129,9801770890,8,88884,0.000113,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
666,198649,203627.746737,1.025063,26611,29319.067227,1.101765,5286248539,1,225269,0.000013,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
667,156151,188346.891579,1.206184,150110,194216.971495,1.293831,23439826610,1,306264,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
668,113101,122883.623376,1.086495,123922,146781.279275,1.184465,14015702122,1,237026,0.000013,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
669,221002,280563.536930,1.269507,247997,267229.444863,1.077551,54807832994,1,469002,0.000006,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
670,178702,152088.700518,0.851074,71893,69740.145639,0.970055,12847422886,3,250599,0.000020,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
671,136202,140792.036486,1.033700,46380,53897.606667,1.162087,3158524380,1,91295,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
672,244432,297470.560987,1.216987,171057,180614.489753,1.055873,41811804624,1,415492,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
673,51461,56393.871195,1.095856,293970,278303.778934,0.946708,15127990170,8,345438,0.000029,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
674,9548,12220.082920,1.279858,268782,306463.808808,1.140195,1283165268,1,139198,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
675,115884,134328.248732,1.159161,241229,175981.879946,0.729522,27954581436,8,357116,0.000028,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
676,224966,234717.508706,1.043347,216717,265535.517160,1.225264,48753956622,1,441686,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
677,180468,220471.345778,1.221664,38902,43281.407076,1.112575,3510283068,1,109692,0.000027,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
678,289431,320522.137412,1.107422,164493,165835.328091,1.008160,5289930387,1,50439,0.000059,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
679,96426,95036.782778,0.985593,137161,123293.596411,0.898897,13225886586,5,233590,0.000030,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
680,52736,45626.184020,0.865181,260456,205251.001547,0.788045,1716925952,2,39155,0.000102,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
681,161871,169968.662553,1.050025,236008,232221.504148,0.983956,38202850968,7,397882,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
682,269072,250303.490916,0.930247,209014,182953.818218,0.875318,28119907504,4,239046,0.000025,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
683,225860,182903.571826,0.809809,32446,24839.531966,0.765565,3664126780,3,129160,0.000039,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
684,33379,33120.826723,0.992265,6765,8508.016594,1.257652,225808935,5,40150,0.000174,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
685,140931,123174.007681,0.874002,130777,150368.529770,1.149809,18430533387,9,271711,0.000040,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
686,100179,76079.334829,0.759434,256274,268074.792083,1.046048,25673273046,10,356457,0.000034,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
687,207110,194740.551234,0.940276,229823,215283.521728,0.936736,47598641530,3,436936,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
688,163717,183299.381593,1.119611,202614,228274.463604,1.126647,33171356238,1,366334,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
689,122105,122450.712955,1.002831,27691,28264.894228,1.020725,3381209555,1,149802,0.000020,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
690,78946,93412.027536,1.183240,150520,137164.925680,0.911274,5941475960,8,114736,0.000087,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
691,35821,38085.200286,1.063209,273685,219443.700683,0.801811,9803670385,6,309514,0.000026,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
692,143719,179025.143561,1.245661,248287,246983.800590,0.994751,35683559353,7,392009,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
693,100677,83276.468728,0.827165,221944,196540.321482,0.885540,22344656088,2,322625,0.000012,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
694,58679,41602.155956,0.708979,46008,49631.278184,1.078753,2699703432,10,104690,0.000115,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
695,167445,149585.816002,0.893343,21016,26771.077140,1.273843,3519024120,7,188469,0.000048,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
696,123234,95049.574308,0.771293,293439,252874.127652,0.861760,12053887242,4,138895,0.000043,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
697,231569,221112.543642,0.954845,118209,89342.543316,0.755802,2105656917,2,26910,0.000149,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
698,38995,32560.922319,0.835002,91719,114427.903417,1.247592,3576582405,7,130719,0.000069,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
699,297400,213872.401658,0.719141,66474,55961.563912,0.841856,9884683800,3,181942,0.000027,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
700,253964,228403.705488,0.899355,39928,29212.830231,0.731638,2535068648,3,73480,0.000068,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
